"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2019-05-10","true","114","B07C2BHFCN","4","Loved them and thought they were a good deal until I read how many you need to take each day. It was around 4 in a day  which I felt was a lot and made it impractical and expensive. However my experience with adult gummies is that this is very common. Read the quantity each day before purchasing.",,,,,"One person found this helpful","Great","https://www.amazon.com/gp/customer-reviews/R2H1G49PSW91CC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 10, 2019","Style: Multivitamin Only"
"United States",,"2019-07-23","true","115","B07C2BHFCN","4","Bought these for my little ones (5/2) although my 5 year old said they tasted good and had no issues with chewing them, my 2 year old struggled to finish hers. They are thick and super chewy. I worried about her accidentally swallowing it whole. I ended up having to purchase another gummy vitamin brand for her.",,,,,"2 people found this helpful","Great for older kids but not for little ones.","https://www.amazon.com/gp/customer-reviews/R3PLY0997CQ1JE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 23, 2019","Style: Multivitamin Only"
"United States",,"2020-10-25","true","116","B07C2BHFCN","4","My kids love the flavors, this one so far is the one they like the most . It’s vegan, gelatin free.",,,,,"","Kids love gummy flavors","https://www.amazon.com/gp/customer-reviews/R22LY8Z88N6OL1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 25, 2020","Style: Multivitamin Only"
"United States",,"2021-05-07","true","117","B07C2BHFCN","5","Children will like this gummy.  it is delicious and has a pleasant smell.  It would be a good ""fill in the gaps"" product for a high quality diet.",,,,,"","Excellent value and delicious taste.","https://www.amazon.com/gp/customer-reviews/R2S00QDEQRN12P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 7, 2021","Style: Multivitamin Only"
"United States",,"2021-02-20","true","118","B07C2BHFCN","3","My girls loved these but I don’t think it’s a coincidence that my 4 year old always had an A+ at her dentist appointments and her first appointment after starting to eat these daily they asked if she’d been eating a lot of sticky foods and had issues with her back molars... nothing else about her diet/brushing habits changed so it had to be these.",,,,,"4 people found this helpful","Baddd for dental health","https://www.amazon.com/gp/customer-reviews/R2LWHSOGZPSP5H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 20, 2021","Style: Multivitamin Only"
"United States",,"2020-10-11","true","119","B07C2BHFCN","5","Recently switched to this brand from a more expensive similar brand that required more gummies per serving. My son is 2.5 and can now take 1 gummy And he doesn’t mind the switch at all. More affordable and comparative. Will be continuing to use this brand",,,,,"","Comparable to other brands","https://www.amazon.com/gp/customer-reviews/R1TZGA6RG1G7HQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 11, 2020","Style: Multivitamin Only"
"United States",,"2020-07-31","true","120","B07C2BHFCN","4","These were easy for my 2 year old to chew & he loved the flavor. My 7 year old on the other hand did not like these.",,,,,"","Just okay.","https://www.amazon.com/gp/customer-reviews/RC56BLOUISIXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 31, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-20","false","601","B07C2BHFCN","5","We’ve been using a different brand of gummy vitamins for about a year now. My daughter loves the taste of these and also likes that the dosage is two gummies (other brand’s dose is 1/day).  I have not tasted them myself, but she says they taste like candy and she asks for them every morning.  I like that the ingredients are all natural.",,,,,"","3 year old loves them","https://www.amazon.com/gp/customer-reviews/R7CX035PVL6ZP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 20, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2019-12-10","false","602","B07C2BHFCN","5","These are SO good, I question whether they are actually vitamins! Assuming they are, you've just got yourself a repeat customer.",,,,,"","Too delicious","https://www.amazon.com/gp/customer-reviews/R21M0HEKLHUOSB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 10, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-01-25","false","603","B07C2BHFCN","5","My little one loves these vitamins. She looks forward to taking her vitamins. No fusses or fights",,,,,"","Love it","https://www.amazon.com/gp/customer-reviews/R319M4YB95QBJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 25, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-12-08","false","604","B07C2BHFCN","5","Our 2.5 year old loves these and even asks for them every day. He gets so excited to take them, he does a little happy dance every time we take them out of the cupboard. As with every vitamin it’s hard to gauge effectiveness, but if the work half as much as he’s excited about them, they’re a great value.",,,,,"","2.5 Year Old LOVES These","https://www.amazon.com/gp/customer-reviews/RXQSJSFNFWA3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 8, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-18","false","605","B07C2BHFCN","5","I prefer these vitamins over other competitors because the ingredients are natural and organic. I know what they are made of and what is going into my child's body. The flavor is good, no yucky after taste. Overall very impressed!",,,,,"","Delicious and healthy!","https://www.amazon.com/gp/customer-reviews/R1CEPOU6VEXBCK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 18, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-19","false","606","B07C2BHFCN","5","This is one of the vitamin brands my kid will eat. Soft and chewy without being to sticky on the teeth.I like that he is willing to take this without fuss.",,,,,"","Kid approved.","https://www.amazon.com/gp/customer-reviews/R1WMRXSFQWJZWP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 19, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2019-11-28","false","607","B07C2BHFCN","5","Tasty",,,,,"","Tasty n kids like it","https://www.amazon.com/gp/customer-reviews/R31859E1GDWRV1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 28, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-10-21","false","608","B07C2BHFCN","5","My toddler really enjoys these.",,,,,"","Great choice","https://www.amazon.com/gp/customer-reviews/R20C4RHSS6V77T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 21, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-14","false","609","B07C2BHFCN","4","Tasty; my son likes them. Good ingredients & brand! Overall, very happy.",,,,,"","Tasty","https://www.amazon.com/gp/customer-reviews/R25CTECFA5ESKG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 14, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-12-11","false","610","B07C2BHFCN","5","Kid approved flavor! This is the first funny my kid isn’t protesting.",,,,,"","Good taste and texture.","https://www.amazon.com/gp/customer-reviews/R1JEAHQJLD16F1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 11, 2018","Style: Multivitamin Only"
"United States",,"2021-02-09","true","241","B07C2BHFCN","5","Yummy flavor. It’s hard to just eat two.",,,,,"","An everyday treat that’s essential.","https://www.amazon.com/gp/customer-reviews/R3TLVPSZJMXWAE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 9, 2021","Style: Multivitamin Only"
"United States",,"2022-12-04","true","242","B07C2BHFCN","1","I have 4 kids. Different ages. NONE of them would eat even one of these i tried even giving with regular welch's gummies. They immediately spit out and said something was wrong with it. Too hard and not tasty.",,,,,"","Way to hard to chew for kids","https://www.amazon.com/gp/customer-reviews/RNFMHQKVIWVAI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 4, 2022","Style: Multivitamin Only"
"United States",,"2020-01-26","true","243","B07C2BHFCN","3","Great value. Daughter didn’t like the chemical taste. They are a bit large for her as well. She is almost three and a half years old. Getting her through the bottle, however will probably switch to a chewable vitamin. Not a bad product, just didn’t pan out with my finicky three year old.",,,,,"","Great Value, however a bit large.","https://www.amazon.com/gp/customer-reviews/R3EJNG331ASUMB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 26, 2020","Style: Multivitamin Only"
"United States",,"2019-07-30","true","244","B07C2BHFCN","5","Perfect flavors, my toddler loves it! The only problem for her is that sometimes it takes her time to be able to chew and pass the gum. Still rather prefer her struggling with that than chocking.",,,,,"2 people found this helpful","My toddler loves them","https://www.amazon.com/gp/customer-reviews/R2S7MOP5L750SG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 30, 2019","Style: Multivitamin Only"
"United States",,"2019-05-01","true","245","B07C2BHFCN","5","My four year old LOVES these vitamins!  I had been looking for a good organic vitamin and these have been fantastic.  Good quality and great price!  I have these on my monthly ""subscribe and save"".",,,,,"","What's not to love?","https://www.amazon.com/gp/customer-reviews/R3DN81NOV39WWO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 1, 2019","Style: Multivitamin Only"
"United States",,"2020-06-07","true","246","B07C2BHFCN","4","Good product",,,,,"","Would recommend it to others","https://www.amazon.com/gp/customer-reviews/R11JFRS4BHJZE8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 7, 2020","Style: Multivitamin Only"
"United States",,"2020-02-28","true","247","B07C2BHFCN","5","I have a super picky kid and we tried many vitamins and this is the only one he would actually eat without complaints or gagging! Great value too.",,,,,"","Picky eater approved","https://www.amazon.com/gp/customer-reviews/R9E9BWGH9HZF6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 28, 2020","Style: Multivitamin Only"
"United States",,"2020-07-02","true","248","B07C2BHFCN","5","These are my six year old daughters favorite vitamins. Way better than any other vegan vitamin we have tried. Highly recommend!",,,,,"","Best vegan vitamins","https://www.amazon.com/gp/customer-reviews/R3EOTN3LU73IRC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 2, 2020","Style: Multivitamin Only"
"United States",,"2020-03-23","true","249","B07C2BHFCN","4","My children love the fruity flavor.",,,,,"","Children loves them","https://www.amazon.com/gp/customer-reviews/R1AMIU2651O1OB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 23, 2020","Style: Multivitamin Only"
"United States",,"2020-12-23","true","250","B07C2BHFCN","5","Easy to administer. Child loves it. Good taste. Like swedish fish.",,,,,"","Swedish fish but healthier.","https://www.amazon.com/gp/customer-reviews/R14FJQG09ZAERM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 23, 2020","Style: Multivitamin Only"
"United States",,"2019-01-10","false","611","B07C2BHFCN","1","This is listed as comparable to smarty pants. If you actually compared both products smarty pants contains the natural l-methylfolate form of folate and this product contains man made version folic acid. Some people cannot process the man made version folic acid. Read labels and know what you are getting.",,,,,"26 people found this helpful","L-methylfolate vs folic acid","https://www.amazon.com/gp/customer-reviews/RJ4YUU26GGE9E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 10, 2019","Style: Multivitamin Only"
"United States",,"2020-04-09","false","612","B07C2BHFCN","2","I am trying to live a more organic, natural lifestyle. Anyone else trying to do that knows how difficult and exhausting it is to educate yourself on ingredients and have to thoroughly vet everything you buy. Sometimes we mess up, but luckily I caught this in time and canceled the order. I purchased these since they were non gmo, organic, not covered in sugar,  and much less expensive than my normal organic (whole food) gummy. Now I realize why.These have synthetic folate (folic acid) and who knows what else fake as it's very hard to research vitamins (many sites just say something is 'a form' of a vitamins without telling you it's a natural form or not) and the folic acid is all I need to know. I did look up ""zinc citrate' -as I've never seen zinc labeled that way- and NIHM just called it ""an alternate compound"". Not very comforting.This is another case where I really don't understand why this product has a USDA organic label?  But it goes to show that you can't just blindy trust it; it's a good step but so much more needs to be done. Also this confirms you really do get what you pay for when it comes to natural and organic products; I'll stick to my more expensive 100% whole food gummy.",,,,,"2 people found this helpful","Synthetic Folate","https://www.amazon.com/gp/customer-reviews/R2FI9M3LW12KHT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 9, 2020","Style: Multivitamin Only"
"United States",,"2019-03-01","false","613","B07C2BHFCN","3","I didnt try it myself but my child took them fine. However he does like the smarty pants kids better.",,,,,"","They served its purpose","https://www.amazon.com/gp/customer-reviews/R2ERLTIKPKJHQW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 1, 2019","Style: Multivitamin Only"
"United States",,"2020-01-10","false","614","B07C2BHFCN","1","This product is full of synthetic vitamin ingredients.  Not only does the human body not process or use synthetics the same way as whole natural versions, but some people can't even absorb them due to the MTHFR gene. The B12 and the folic acid are the 2biggest issues regarding that gene in this vitamin.  Vitamins extracted from whole foods are the only way to go. supplements can be dangerous and this one clearly poses risk.",,,,,"10 people found this helpful","snythetic vitamins: this is a no go to any human let alone a child","https://www.amazon.com/gp/customer-reviews/R100UJY6FQPPYB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 10, 2020","Style: Multivitamin Only"
"United States",,"2019-03-13","false","615","B07C2BHFCN","2","Giving it a two based on my daughters review. She said only the orange taste good and the rest are gross. She wouldn’t even finish the bottle because they were that gross. I tried one, and I agree. Especially to a child. So the taste is horrible and could really use updating.",,,,,"","Meh","https://www.amazon.com/gp/customer-reviews/R2RGH2SX6CA0TG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 13, 2019","Style: Multivitamin Only"
"United States",,"2020-03-03","false","616","B07C2BHFCN","2","In this day and age, why would you sell a multivitamin with D2 in it instead of D3?  At least have both.",,,,,"One person found this helpful","Why use D2 vs D3","https://www.amazon.com/gp/customer-reviews/R3KS8BIUETB11/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 3, 2020","Style: Multivitamin Only"
"United States",,"2021-08-08","false","617","B07C2BHFCN","1","I received the expired item. Expired on 08/21 which is the recent purchase month and year.","https://m.media-amazon.com/images/I/C1Ky-zsAebS._SY88.jpg","https://m.media-amazon.com/images/I/C1Wlw-HppfS._SY88.jpg",,,"","Expired on 08/21","https://www.amazon.com/gp/customer-reviews/R28YC51QQYM8B6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 8, 2021","Style: Multivitamin Only"
"United States",,"2019-07-10","false","618","B07C2BHFCN","1","Don't know if i would purchase this because of the ingredients. Absorb acid? that is a fake source of vitamin C...",,,,,"5 people found this helpful","No thank you","https://www.amazon.com/gp/customer-reviews/R3895907I38KCX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 10, 2019","Style: Multivitamin Only"
"United States",,"2022-04-17","true","619","B07C2BHFCN","5","I got the two-pack of these. Great value. Can't speak as to effectiveness though, my kid comes home with one cold after another from school which is pretty normal. That said, mid-way through the first bottle, she began to complain about the taste, which she never did with any other brands we tried. I felt bad because we had another bottle and a half to go, and just finished. That said she was relieved when I said we'd try another brand next time xD",,,,,"One person found this helpful","Kiddo not keen on the taste","https://www.amazon.com/gp/customer-reviews/RN18EFZWXZZTN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 17, 2022","Style: Multivitamin Only"
"United States",,"2022-01-23","true","620","B07C2BHFCN","5","I wanted to purchase a vitamin to get my kids through this sick time of year and this was one of the FEW with no yuck ingredients. My kids don’t love gummies (I know-that’s weird) so I wasn’t sure how they would do with them and surprisingly they love them and remind me to take them each day! Definitely will but again!",,,,,"","Great vitamin!","https://www.amazon.com/gp/customer-reviews/R22L3OUEC3SSV0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 23, 2022","Style: Multivitamin Only"
"United States",,"2022-07-31","true","61","B07C2BHFCN","5","2 year old son loves them! Gets one per day and always asks for more!",,,,,"2 people found this helpful","Toddler approved!","https://www.amazon.com/gp/customer-reviews/RK30Z8W104R52/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 31, 2022","Style: Multivitamin Only"
"United States",,"2019-11-07","true","62","B07C2BHFCN","5","I’ve been buying a different brand of gummies for about a year now, but I now have two kids taking them, and the price of the other brand was starting to affect the budget. I decided to give these a try based on the price and the other reviews. My kids love them, and I like that they don’t have an added sugar coating on them. I obviously know there is sugar in all gummy vitamins, but seeing it makes me feel there is added sugar strictly to appear as a candy. I also like that the dose is only two gummies, compared to the 4 from my previous brand. I tried them myself, and have to say they taste pretty good, and have taken them myself when I was out of my own vitamins. Definitely satisfied with the switch to the Amazon brand!",,,,,"","My Kids Love These Gummies","https://www.amazon.com/gp/customer-reviews/R2CVTFJ5O3FZRL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 7, 2019","Style: Multivitamin Only"
"United States",,"2022-08-30","true","63","B07C2BHFCN","5","Súper ricas y no, animal gelatina",,,,,"One person found this helpful","Me encantan!","https://www.amazon.com/gp/customer-reviews/R3LQPCE788SC9H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 30, 2022","Style: Multivitamin Only"
"United States",,"2023-04-10","true","64","B07C2BHFCN","2","My son DID NOT like these!",,,,,"","Not toddler approved at my house….","https://www.amazon.com/gp/customer-reviews/RIY5KB7AA4UZB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 10, 2023","Style: Multivitamin Only"
"United States",,"2022-03-24","true","65","B07C2BHFCN","5","I was very happy to find these and felt better about the ingredients giving them to my children.  They like them so much better than previous ones we've tried and the price isn't bad either! Will keep purchasing these!",,,,,"One person found this helpful","My kids love these gummies!","https://www.amazon.com/gp/customer-reviews/R31PGO6FZVHGDW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 24, 2022","Style: Multivitamin Only"
"United States",,"2022-09-08","true","66","B07C2BHFCN","5","Good buy",,,,,"One person found this helpful","Good","https://www.amazon.com/gp/customer-reviews/R3KI14XVR6IB0C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 8, 2022","Style: Multivitamin Only"
"United States",,"2022-01-22","true","67","B07C2BHFCN","5","My 1 year old and 3 year old both love taking this in the morning! My only issue with it is that the vitamin dosage is kind of low and the sweetness is kind of high. So if they put a bit more vitamin dose quantity it would be pretty much perfect!",,,,,"One person found this helpful","Easy to chew","https://www.amazon.com/gp/customer-reviews/R2TDERMVH4EVF0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 22, 2022","Style: Multivitamin Only"
"United States",,"2021-05-20","true","68","B07C2BHFCN","5","Use to give my son Zarabees Children Vitamins for the past 8 years.  They were pricey but quality and quantity was a good deal, then they lowered the quantity from 70 to 50 and then started to add more ingredients.  Nothing compared to this brand being organic and natural, ingredients are minimal compared to other vitamins out there.  My son eats these no questions asked, very happy I tried these!! Saves me money and it’s better for him!",,,,,"","Happy Customer!!","https://www.amazon.com/gp/customer-reviews/RH6ZAL8NJVF02/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 20, 2021","Style: Multivitamin Only"
"United States",,"2022-02-14","true","69","B07C2BHFCN","4","My daughter did not like the flavor",,,,,"","Bad flavor","https://www.amazon.com/gp/customer-reviews/R17JFOU4B5VMVN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 14, 2022","Style: Multivitamin Only"
"United States",,"2019-12-15","true","70","B07C2BHFCN","4","So I usually get pricier vitamins that are similar but sugar-coated. I bought these for the great price and similar vitamins inside but they are not sugar-coated which is apparently important to my kids. As a parent I appreciate they are not. My kids have been taking them though. I did try them and they are good-tasting without a sour taste. Not crazy stick in your teeth chewy either.",,,,,"One person found this helpful","Not Sugar Coated","https://www.amazon.com/gp/customer-reviews/R1PMSNBVL9VI8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 15, 2019","Style: Multivitamin Only"
"United States",,"2020-12-02","true","251","B07C2BHFCN","5","My kids love the taste of these & mom loves the price.",,,,,"","Great price & taste","https://www.amazon.com/gp/customer-reviews/R11W0GC20LGQ7L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 2, 2020","Style: Multivitamin Only"
"United States",,"2020-12-23","true","252","B07C2BHFCN","5","Fantastic product. Great flavor, mouth feel, price. Vegan!",,,,,"","This is the one to get","https://www.amazon.com/gp/customer-reviews/R2AACB1M97XGK6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 23, 2020","Style: Multivitamin Only"
"United States",,"2020-02-25","true","253","B07C2BHFCN","5","My son absolutely loves these vitamins. He is the one that reminds me about them. Very flavorful, not chalky no grit. I will be buying these again!!!",,,,,"","Amazing gummies!!!!","https://www.amazon.com/gp/customer-reviews/R2J9MKY8F8QNEL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 25, 2020","Style: Multivitamin Only"
"United States",,"2021-05-05","true","254","B07C2BHFCN","5","Love these vitamins",,,,,"","Always a hit. Great ingredients and pricing","https://www.amazon.com/gp/customer-reviews/R2SLIJ7YCTR27Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 5, 2021","Style: Multivitamin Only"
"United States",,"2019-05-09","true","255","B07C2BHFCN","5","My 9 year old loves these! We usually go with the Whole Foods brand 365 chewy vitamins, but decided to give these a try. We also like these better than Smarty Pants vitamins as these don't stick to your teeth like those do.",,,,,"50 people found this helpful","Love these!","https://www.amazon.com/gp/customer-reviews/R3UP35YJFASC6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 9, 2019","Style: Multivitamin Only"
"United States",,"2021-03-28","true","256","B07C2BHFCN","5","Good flavor. Easy to swallow",,,,,"","A good choice !! Nice flavor","https://www.amazon.com/gp/customer-reviews/R3I24XRJ4TDXD6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 28, 2021","Style: Multivitamin Only"
"United States",,"2020-06-27","true","257","B07C2BHFCN","3","not sure why...but i had an allergic reaction to them. i have a few food allergies...cantaloupe makes me itch like these did but so do rabbits......so ummm while i doubt either is in these....one never knows......",,,,,"","allergic to them","https://www.amazon.com/gp/customer-reviews/RSE59F5QPSP1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 27, 2020","Style: Multivitamin Only"
"United States",,"2019-08-25","true","258","B07C2BHFCN","5","These taste REALLY good: just like candy gumdrops. They are super jelly like so no worries of choking. Now if I could just get my toddler to actually eat one! 🙄",,,,,"","Taste delicious!","https://www.amazon.com/gp/customer-reviews/RSD1D8831PGBS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 25, 2019","Style: Multivitamin Only"
"United States",,"2023-01-16","true","259","B07C2BHFCN","1","The first thing my daughter said is, it doesn’t taste very good so I tasted it myself, and it was gritty and had a medicine taste",,,,,"","Daddy it doesn’t taste good","https://www.amazon.com/gp/customer-reviews/R3HU3U065A1BLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 16, 2023","Style: Multivitamin Only"
"United States",,"2022-11-02","true","260","B07C2BHFCN","1","The bottle arrived with a gross sticky brown stuff on it.  I almost thru it out but it was sealed so I washed it.  Then I opened the bottle and the vitamins were sticky and slimy.  Just gross.",,,,,"","Bottle had gross stuff on it, product was slimy","https://www.amazon.com/gp/customer-reviews/R3G4LOK8BM4ANS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 2, 2022","Style: Multivitamin Only"
"United States",,"2019-07-08","true","481","B07C2BHFCN","5","Granddaughter liked the flavor, easy to chew.",,,,,"","Flavor","https://www.amazon.com/gp/customer-reviews/R3H15R0XEDXBQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 8, 2019","Style: Multivitamin Only"
"United States",,"2019-04-28","true","482","B07C2BHFCN","5","Kids loved them. Had no issue with flavors.",,,,,"","Kiddo approved","https://www.amazon.com/gp/customer-reviews/R2H2RG5T0EOM5L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 28, 2019","Style: Multivitamin Only"
"United States",,"2019-08-09","true","483","B07C2BHFCN","5","Little expensive but kids loved it",,,,,"","Kids loved it","https://www.amazon.com/gp/customer-reviews/R3923HOSF8KNB2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 9, 2019","Style: Multivitamin Only"
"United States",,"2020-02-09","true","484","B07C2BHFCN","5","Kids love them",,,,,"","Good vitamins","https://www.amazon.com/gp/customer-reviews/R3P41EJL3N5K22/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 9, 2020","Style: Multivitamin Only"
"United States",,"2018-11-20","true","485","B07C2BHFCN","5","Great vitamins for a great price. My kids love the flavor.",,,,,"","Great tasting","https://www.amazon.com/gp/customer-reviews/R3O16K8LZZAT70/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 20, 2018","Style: Multivitamin Only"
"United States",,"2019-12-17","true","486","B07C2BHFCN","5","My daughter's love these!",,,,,"","Taste is great!","https://www.amazon.com/gp/customer-reviews/R37ADR99HQ1HE3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 17, 2019","Style: Multivitamin Only"
